timestamp,ds,y,scenario,cpu_utilization_pct,p95_latency_ms,p99_latency_ms,active_replicas,is_spike
2026-09-19T12:00:00+00:00,2026-09-19 12:00:00,48.83,STABLE,47.7,40.9,55.2,2,0
2026-09-19T12:00:01+00:00,2026-09-19 12:00:01,52.69,STABLE,44.4,44.2,59.7,2,0
2026-09-19T12:00:02+00:00,2026-09-19 12:00:02,52.08,STABLE,44.5,41.0,55.4,2,0
2026-09-19T12:00:03+00:00,2026-09-19 12:00:03,49.49,STABLE,47.6,41.8,56.4,2,0
2026-09-19T12:00:04+00:00,2026-09-19 12:00:04,49.58,STABLE,43.7,43.3,58.4,2,0
2026-09-19T12:00:05+00:00,2026-09-19 12:00:05,55.35,STABLE,46.6,41.6,56.1,2,0
2026-09-19T12:00:06+00:00,2026-09-19 12:00:06,48.75,STABLE,44.3,40.3,54.4,2,0
2026-09-19T12:00:07+00:00,2026-09-19 12:00:07,47.8,STABLE,44.4,41.6,56.1,2,0
2026-09-19T12:00:08+00:00,2026-09-19 12:00:08,50.29,STABLE,44.6,43.9,59.2,2,0
2026-09-19T12:00:09+00:00,2026-09-19 12:00:09,51.9,STABLE,45.7,43.0,58.0,2,0
2026-09-19T12:00:10+00:00,2026-09-19 12:00:10,50.43,STABLE,42.9,41.4,55.9,2,0
2026-09-19T12:00:11+00:00,2026-09-19 12:00:11,49.66,STABLE,44.8,42.7,57.6,2,0
2026-09-19T12:00:12+00:00,2026-09-19 12:00:12,46.83,STABLE,44.8,43.7,59.0,2,0
2026-09-19T12:00:13+00:00,2026-09-19 12:00:13,49.88,STABLE,43.8,41.3,55.8,2,0
2026-09-19T12:00:14+00:00,2026-09-19 12:00:14,50.38,STABLE,45.1,42.4,57.2,2,0
2026-09-19T12:00:15+00:00,2026-09-19 12:00:15,50.34,STABLE,42.0,42.0,56.8,2,0
2026-09-19T12:00:16+00:00,2026-09-19 12:00:16,47.83,STABLE,44.5,41.9,56.5,2,0
2026-09-19T12:00:17+00:00,2026-09-19 12:00:17,50.38,STABLE,43.4,42.2,57.0,2,0
