timestamp,ds,y,scenario,cpu_utilization_pct,p95_latency_ms,p99_latency_ms,active_replicas,is_spike
2026-09-19T12:00:00+00:00,2026-09-19 12:00:00,17.81,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:01+00:00,2026-09-19 12:00:01,17.71,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:02+00:00,2026-09-19 12:00:02,13.22,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:03+00:00,2026-09-19 12:00:03,12.38,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:04+00:00,2026-09-19 12:00:04,13.66,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:05+00:00,2026-09-19 12:00:05,14.72,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:06+00:00,2026-09-19 12:00:06,17.29,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:07+00:00,2026-09-19 12:00:07,14.19,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:08+00:00,2026-09-19 12:00:08,15.72,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:09+00:00,2026-09-19 12:00:09,14.31,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:10+00:00,2026-09-19 12:00:10,14.05,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:11+00:00,2026-09-19 12:00:11,14.39,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:12+00:00,2026-09-19 12:00:12,16.37,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:13+00:00,2026-09-19 12:00:13,13.22,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:14+00:00,2026-09-19 12:00:14,18.19,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:15+00:00,2026-09-19 12:00:15,13.51,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:16+00:00,2026-09-19 12:00:16,14.65,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:17+00:00,2026-09-19 12:00:17,12.78,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:18+00:00,2026-09-19 12:00:18,17.61,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:19+00:00,2026-09-19 12:00:19,14.39,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:20+00:00,2026-09-19 12:00:20,16.92,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:21+00:00,2026-09-19 12:00:21,13.97,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:22+00:00,2026-09-19 12:00:22,14.88,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:23+00:00,2026-09-19 12:00:23,17.63,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:24+00:00,2026-09-19 12:00:24,13.8,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:25+00:00,2026-09-19 12:00:25,15.71,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:26+00:00,2026-09-19 12:00:26,16.6,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:27+00:00,2026-09-19 12:00:27,14.06,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:28+00:00,2026-09-19 12:00:28,16.91,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:29+00:00,2026-09-19 12:00:29,13.51,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:30+00:00,2026-09-19 12:00:30,13.01,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:31+00:00,2026-09-19 12:00:31,14.35,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:32+00:00,2026-09-19 12:00:32,13.87,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:33+00:00,2026-09-19 12:00:33,12.93,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:34+00:00,2026-09-19 12:00:34,13.73,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:35+00:00,2026-09-19 12:00:35,15.45,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:36+00:00,2026-09-19 12:00:36,14.55,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:37+00:00,2026-09-19 12:00:37,13.66,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:38+00:00,2026-09-19 12:00:38,15.33,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:39+00:00,2026-09-19 12:00:39,15.45,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:40+00:00,2026-09-19 12:00:40,15.82,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:41+00:00,2026-09-19 12:00:41,14.09,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:42+00:00,2026-09-19 12:00:42,13.48,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:43+00:00,2026-09-19 12:00:43,14.17,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:44+00:00,2026-09-19 12:00:44,14.06,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:45+00:00,2026-09-19 12:00:45,16.08,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:46+00:00,2026-09-19 12:00:46,15.22,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:47+00:00,2026-09-19 12:00:47,18.11,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:48+00:00,2026-09-19 12:00:48,17.3,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:49+00:00,2026-09-19 12:00:49,14.74,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:50+00:00,2026-09-19 12:00:50,14.95,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:51+00:00,2026-09-19 12:00:51,13.29,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:52+00:00,2026-09-19 12:00:52,17.6,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:53+00:00,2026-09-19 12:00:53,14.16,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:54+00:00,2026-09-19 12:00:54,14.87,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:55+00:00,2026-09-19 12:00:55,14.33,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:56+00:00,2026-09-19 12:00:56,16.98,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:57+00:00,2026-09-19 12:00:57,15.38,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:58+00:00,2026-09-19 12:00:58,16.07,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:00:59+00:00,2026-09-19 12:00:59,13.37,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:00+00:00,2026-09-19 12:01:00,11.82,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:01+00:00,2026-09-19 12:01:01,14.86,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:02+00:00,2026-09-19 12:01:02,14.47,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:03+00:00,2026-09-19 12:01:03,13.91,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:04+00:00,2026-09-19 12:01:04,15.16,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:05+00:00,2026-09-19 12:01:05,14.48,BURSTY,20.0,38.0,51.3,1,0
2026-09-19T12:01:06+00:00,2026-09-19 12:01:06,14.3,BURSTY,20.0,38.0,51.3,1,0
